areaCode,areaName,areaType,date,covidOccupiedMVBeds,cumAdmissions,hospitalCases,newAdmissions
E40000007,East of England,nhsRegion,2023-05-31,5.0,105345,262.0,40
E40000007,East of England,nhsRegion,2023-05-30,3.0,105305,252.0,40
E40000007,East of England,nhsRegion,2023-05-29,4.0,105265,258.0,51
E40000007,East of England,nhsRegion,2023-05-28,6.0,105214,261.0,32
E40000007,East of England,nhsRegion,2023-05-27,8.0,105182,263.0,27
E40000007,East of England,nhsRegion,2023-05-26,7.0,105155,272.0,32
E40000007,East of England,nhsRegion,2023-05-25,6.0,105123,286.0,35
E40000007,East of England,nhsRegion,2023-05-24,7.0,105088,318.0,44
E40000007,East of England,nhsRegion,2023-05-23,7.0,105044,313.0,43
E40000007,East of England,nhsRegion,2023-05-22,9.0,105001,335.0,60
E40000007,East of England,nhsRegion,2023-05-21,7.0,104941,337.0,41
E40000007,East of England,nhsRegion,2023-05-20,7.0,104900,347.0,35
E40000007,East of England,nhsRegion,2023-05-19,7.0,104865,366.0,37
E40000007,East of England,nhsRegion,2023-05-18,10.0,104828,367.0,35
E40000007,East of England,nhsRegion,2023-05-17,8.0,104793,393.0,54
E40000007,East of England,nhsRegion,2023-05-16,5.0,104739,371.0,50
E40000007,East of England,nhsRegion,2023-05-15,6.0,104689,352.0,59
E40000007,East of England,nhsRegion,2023-05-14,7.0,104630,354.0,49
E40000007,East of England,nhsRegion,2023-05-13,9.0,104581,370.0,37
E40000007,East of England,nhsRegion,2023-05-12,10.0,104544,363.0,31
E40000007,East of England,nhsRegion,2023-05-11,10.0,104513,358.0,45
E40000007,East of England,nhsRegion,2023-05-10,10.0,104468,377.0,56
E40000007,East of England,nhsRegion,2023-05-09,9.0,104412,375.0,63
E40000007,East of England,nhsRegion,2023-05-08,5.0,104349,369.0,53
E40000007,East of England,nhsRegion,2023-05-07,6.0,104296,361.0,39
E40000007,East of England,nhsRegion,2023-05-06,7.0,104257,351.0,51
E40000007,East of England,nhsRegion,2023-05-05,2.0,104206,376.0,54
E40000007,East of England,nhsRegion,2023-05-04,4.0,104152,363.0,41
E40000007,East of England,nhsRegion,2023-05-03,5.0,104111,370.0,46
E40000007,East of England,nhsRegion,2023-05-02,5.0,104065,380.0,43
E40000007,East of England,nhsRegion,2023-05-01,6.0,104022,364.0,66
E40000007,East of England,nhsRegion,2023-04-30,5.0,103956,372.0,39
E40000007,East of England,nhsRegion,2023-04-29,7.0,103917,368.0,43
E40000007,East of England,nhsRegion,2023-04-28,6.0,103874,373.0,39
E40000007,East of England,nhsRegion,2023-04-27,6.0,103835,412.0,47
E40000007,East of England,nhsRegion,2023-04-26,6.0,103788,449.0,41
E40000007,East of England,nhsRegion,2023-04-25,6.0,103747,464.0,31
E40000007,East of England,nhsRegion,2023-04-24,6.0,103716,490.0,46
E40000007,East of England,nhsRegion,2023-04-23,7.0,103670,495.0,55
E40000007,East of England,nhsRegion,2023-04-22,5.0,103615,489.0,54
E40000007,East of England,nhsRegion,2023-04-21,6.0,103561,484.0,45
E40000007,East of England,nhsRegion,2023-04-20,8.0,103516,511.0,52
E40000007,East of England,nhsRegion,2023-04-19,7.0,103464,505.0,58
E40000007,East of England,nhsRegion,2023-04-18,7.0,103406,473.0,48
E40000007,East of England,nhsRegion,2023-04-17,7.0,103358,479.0,97
E40000007,East of England,nhsRegion,2023-04-16,9.0,103261,469.0,61
E40000007,East of England,nhsRegion,2023-04-15,8.0,103200,469.0,52
E40000007,East of England,nhsRegion,2023-04-14,9.0,103148,490.0,51
E40000007,East of England,nhsRegion,2023-04-13,8.0,103097,550.0,72
E40000007,East of England,nhsRegion,2023-04-12,11.0,103025,573.0,48
E40000007,East of England,nhsRegion,2023-04-11,11.0,102977,574.0,74
E40000007,East of England,nhsRegion,2023-04-10,12.0,102903,549.0,63
E40000007,East of England,nhsRegion,2023-04-09,12.0,102840,543.0,67
E40000007,East of England,nhsRegion,2023-04-08,11.0,102773,574.0,44
E40000007,East of England,nhsRegion,2023-04-07,11.0,102729,585.0,53
E40000007,East of England,nhsRegion,2023-04-06,10.0,102676,594.0,64
E40000007,East of England,nhsRegion,2023-04-05,13.0,102612,608.0,78
E40000007,East of England,nhsRegion,2023-04-04,16.0,102534,681.0,61
E40000007,East of England,nhsRegion,2023-04-03,15.0,102473,678.0,77
E40000007,East of England,nhsRegion,2023-04-02,14.0,102396,686.0,66
E40000007,East of England,nhsRegion,2023-04-01,11.0,102330,680.0,70
E40000007,East of England,nhsRegion,2023-03-31,13.0,102260,709.0,81
E40000007,East of England,nhsRegion,2023-03-30,13.0,102179,710.0,94
E40000007,East of England,nhsRegion,2023-03-29,11.0,102085,743.0,87
E40000007,East of England,nhsRegion,2023-03-28,11.0,101998,789.0,97
E40000007,East of England,nhsRegion,2023-03-27,14.0,101901,803.0,84
E40000007,East of England,nhsRegion,2023-03-26,12.0,101817,781.0,89
E40000007,East of England,nhsRegion,2023-03-25,11.0,101728,779.0,83
E40000007,East of England,nhsRegion,2023-03-24,12.0,101645,782.0,78
E40000007,East of England,nhsRegion,2023-03-23,10.0,101567,798.0,99
E40000007,East of England,nhsRegion,2023-03-22,13.0,101468,805.0,96
E40000007,East of England,nhsRegion,2023-03-21,11.0,101372,803.0,115
E40000007,East of England,nhsRegion,2023-03-20,10.0,101257,802.0,114
E40000007,East of England,nhsRegion,2023-03-19,12.0,101143,783.0,97
E40000007,East of England,nhsRegion,2023-03-18,13.0,101046,779.0,94
E40000007,East of England,nhsRegion,2023-03-17,12.0,100952,791.0,100
E40000007,East of England,nhsRegion,2023-03-16,13.0,100852,808.0,93
E40000007,East of England,nhsRegion,2023-03-15,14.0,100759,821.0,93
E40000007,East of England,nhsRegion,2023-03-14,14.0,100666,804.0,78
E40000007,East of England,nhsRegion,2023-03-13,16.0,100588,780.0,142
E40000007,East of England,nhsRegion,2023-03-12,15.0,100446,792.0,101
E40000007,East of England,nhsRegion,2023-03-11,13.0,100345,768.0,70
E40000007,East of England,nhsRegion,2023-03-10,14.0,100275,773.0,68
E40000007,East of England,nhsRegion,2023-03-09,10.0,100207,708.0,85
E40000007,East of England,nhsRegion,2023-03-08,8.0,100122,743.0,89
E40000007,East of England,nhsRegion,2023-03-07,8.0,100033,764.0,97
E40000007,East of England,nhsRegion,2023-03-06,8.0,99936,773.0,93
E40000007,East of England,nhsRegion,2023-03-05,12.0,99843,771.0,90
E40000007,East of England,nhsRegion,2023-03-04,13.0,99753,772.0,68
E40000007,East of England,nhsRegion,2023-03-03,13.0,99685,751.0,79
E40000007,East of England,nhsRegion,2023-03-02,16.0,99606,748.0,105
E40000007,East of England,nhsRegion,2023-03-01,13.0,99501,768.0,114
E40000007,East of England,nhsRegion,2023-02-28,14.0,99387,769.0,97
E40000007,East of England,nhsRegion,2023-02-27,12.0,99290,759.0,104
E40000007,East of England,nhsRegion,2023-02-26,13.0,99186,749.0,87
E40000007,East of England,nhsRegion,2023-02-25,16.0,99099,743.0,81
E40000007,East of England,nhsRegion,2023-02-24,15.0,99018,791.0,59
E40000007,East of England,nhsRegion,2023-02-23,17.0,98959,797.0,78
E40000007,East of England,nhsRegion,2023-02-22,15.0,98881,793.0,116
E40000007,East of England,nhsRegion,2023-02-21,15.0,98765,795.0,100
E40000007,East of England,nhsRegion,2023-02-20,16.0,98665,810.0,110
E40000007,East of England,nhsRegion,2023-02-19,18.0,98555,819.0,93
E40000007,East of England,nhsRegion,2023-02-18,16.0,98462,797.0,74
E40000007,East of England,nhsRegion,2023-02-17,18.0,98388,793.0,98
E40000007,East of England,nhsRegion,2023-02-16,17.0,98290,792.0,147
E40000007,East of England,nhsRegion,2023-02-15,13.0,98143,777.0,156
E40000007,East of England,nhsRegion,2023-02-14,16.0,97987,756.0,120
E40000007,East of England,nhsRegion,2023-02-13,16.0,97867,812.0,107
E40000007,East of England,nhsRegion,2023-02-12,17.0,97760,778.0,93
E40000007,East of England,nhsRegion,2023-02-11,15.0,97667,753.0,108
E40000007,East of England,nhsRegion,2023-02-10,16.0,97559,772.0,81
E40000007,East of England,nhsRegion,2023-02-09,15.0,97478,771.0,100
E40000007,East of England,nhsRegion,2023-02-08,13.0,97378,758.0,67
E40000007,East of England,nhsRegion,2023-02-07,17.0,97311,765.0,164
E40000007,East of England,nhsRegion,2023-02-06,12.0,97147,792.0,137
E40000007,East of England,nhsRegion,2023-02-05,11.0,97010,761.0,140
E40000007,East of England,nhsRegion,2023-02-04,13.0,96870,748.0,116
E40000007,East of England,nhsRegion,2023-02-03,16.0,96754,739.0,67
E40000007,East of England,nhsRegion,2023-02-02,18.0,96687,744.0,92
E40000007,East of England,nhsRegion,2023-02-01,20.0,96595,699.0,98
E40000007,East of England,nhsRegion,2023-01-31,20.0,96497,687.0,115
E40000007,East of England,nhsRegion,2023-01-30,22.0,96382,657.0,111
E40000007,East of England,nhsRegion,2023-01-29,20.0,96271,640.0,98
E40000007,East of England,nhsRegion,2023-01-28,19.0,96173,608.0,64
E40000007,East of England,nhsRegion,2023-01-27,18.0,96109,603.0,72
E40000007,East of England,nhsRegion,2023-01-26,14.0,96037,595.0,77
E40000007,East of England,nhsRegion,2023-01-25,14.0,95960,593.0,77
E40000007,East of England,nhsRegion,2023-01-24,13.0,95883,586.0,95
E40000007,East of England,nhsRegion,2023-01-23,12.0,95788,588.0,67
E40000007,East of England,nhsRegion,2023-01-22,13.0,95721,565.0,83
E40000007,East of England,nhsRegion,2023-01-21,13.0,95638,582.0,50
E40000007,East of England,nhsRegion,2023-01-20,13.0,95588,594.0,56
E40000007,East of England,nhsRegion,2023-01-19,11.0,95532,624.0,74
E40000007,East of England,nhsRegion,2023-01-18,12.0,95458,630.0,64
E40000007,East of England,nhsRegion,2023-01-17,14.0,95394,660.0,70
E40000007,East of England,nhsRegion,2023-01-16,11.0,95324,669.0,55
E40000007,East of England,nhsRegion,2023-01-15,10.0,95269,698.0,75
E40000007,East of England,nhsRegion,2023-01-14,8.0,95194,691.0,56
E40000007,East of England,nhsRegion,2023-01-13,10.0,95138,753.0,60
E40000007,East of England,nhsRegion,2023-01-12,13.0,95078,798.0,64
E40000007,East of England,nhsRegion,2023-01-11,15.0,95014,851.0,74
E40000007,East of England,nhsRegion,2023-01-10,18.0,94940,862.0,70
E40000007,East of England,nhsRegion,2023-01-09,24.0,94870,891.0,86
E40000007,East of England,nhsRegion,2023-01-08,17.0,94784,879.0,83
E40000007,East of England,nhsRegion,2023-01-07,17.0,94701,919.0,57
E40000007,East of England,nhsRegion,2023-01-06,17.0,94644,926.0,76
E40000007,East of England,nhsRegion,2023-01-05,16.0,94568,964.0,109
E40000007,East of England,nhsRegion,2023-01-04,18.0,94459,1002.0,108
E40000007,East of England,nhsRegion,2023-01-03,14.0,94351,911.0,106
E40000007,East of England,nhsRegion,2023-01-02,16.0,94245,892.0,102
E40000007,East of England,nhsRegion,2023-01-01,16.0,94143,883.0,112
E40000007,East of England,nhsRegion,2022-12-31,13.0,94031,870.0,84
E40000007,East of England,nhsRegion,2022-12-30,26.0,93947,1005.0,74
E40000007,East of England,nhsRegion,2022-12-29,25.0,93873,1035.0,141
E40000007,East of England,nhsRegion,2022-12-28,23.0,93732,1018.0,123
E40000007,East of England,nhsRegion,2022-12-27,16.0,93609,925.0,113
E40000007,East of England,nhsRegion,2022-12-26,21.0,93496,997.0,111
E40000007,East of England,nhsRegion,2022-12-25,18.0,93385,989.0,72
E40000007,East of England,nhsRegion,2022-12-24,23.0,93313,1025.0,127
E40000007,East of England,nhsRegion,2022-12-23,25.0,93186,1019.0,106
E40000007,East of England,nhsRegion,2022-12-22,27.0,93080,985.0,130
E40000007,East of England,nhsRegion,2022-12-21,26.0,92950,966.0,136
E40000007,East of England,nhsRegion,2022-12-20,27.0,92814,922.0,151
E40000007,East of England,nhsRegion,2022-12-19,25.0,92663,874.0,166
E40000007,East of England,nhsRegion,2022-12-18,28.0,92497,833.0,109
E40000007,East of England,nhsRegion,2022-12-17,27.0,92388,808.0,80
E40000007,East of England,nhsRegion,2022-12-16,24.0,92308,769.0,121
E40000007,East of England,nhsRegion,2022-12-15,21.0,92187,742.0,107
E40000007,East of England,nhsRegion,2022-12-14,22.0,92080,726.0,93
E40000007,East of England,nhsRegion,2022-12-13,19.0,91987,686.0,123
E40000007,East of England,nhsRegion,2022-12-12,16.0,91864,627.0,98
E40000007,East of England,nhsRegion,2022-12-11,14.0,91766,604.0,100
E40000007,East of England,nhsRegion,2022-12-10,16.0,91666,577.0,72
E40000007,East of England,nhsRegion,2022-12-09,15.0,91594,553.0,91
E40000007,East of England,nhsRegion,2022-12-08,15.0,91503,536.0,82
E40000007,East of England,nhsRegion,2022-12-07,12.0,91421,522.0,74
E40000007,East of England,nhsRegion,2022-12-06,12.0,91347,512.0,76
E40000007,East of England,nhsRegion,2022-12-05,10.0,91271,477.0,82
E40000007,East of England,nhsRegion,2022-12-04,8.0,91189,466.0,64
E40000007,East of England,nhsRegion,2022-12-03,8.0,91125,449.0,69
E40000007,East of England,nhsRegion,2022-12-02,8.0,91056,434.0,47
E40000007,East of England,nhsRegion,2022-12-01,6.0,91009,440.0,64
E40000007,East of England,nhsRegion,2022-11-30,6.0,90945,431.0,54
E40000007,East of England,nhsRegion,2022-11-29,5.0,90891,431.0,67
E40000007,East of England,nhsRegion,2022-11-28,6.0,90824,413.0,84
E40000007,East of England,nhsRegion,2022-11-27,6.0,90740,402.0,59
E40000007,East of England,nhsRegion,2022-11-26,5.0,90681,392.0,41
E40000007,East of England,nhsRegion,2022-11-25,7.0,90640,421.0,41
E40000007,East of England,nhsRegion,2022-11-24,6.0,90599,399.0,62
E40000007,East of England,nhsRegion,2022-11-23,7.0,90537,390.0,55
E40000007,East of England,nhsRegion,2022-11-22,6.0,90482,373.0,54
E40000007,East of England,nhsRegion,2022-11-21,7.0,90428,405.0,50
E40000007,East of England,nhsRegion,2022-11-20,11.0,90378,422.0,38
E40000007,East of England,nhsRegion,2022-11-19,8.0,90340,397.0,58
E40000007,East of England,nhsRegion,2022-11-18,6.0,90282,395.0,53
E40000007,East of England,nhsRegion,2022-11-17,7.0,90229,429.0,62
E40000007,East of England,nhsRegion,2022-11-16,12.0,90167,440.0,46
E40000007,East of England,nhsRegion,2022-11-15,11.0,90121,451.0,54
E40000007,East of England,nhsRegion,2022-11-14,7.0,90067,439.0,61
E40000007,East of England,nhsRegion,2022-11-13,5.0,90006,439.0,52
E40000007,East of England,nhsRegion,2022-11-12,5.0,89954,443.0,45
E40000007,East of England,nhsRegion,2022-11-11,5.0,89909,449.0,48
E40000007,East of England,nhsRegion,2022-11-10,6.0,89861,472.0,72
E40000007,East of England,nhsRegion,2022-11-09,7.0,89789,489.0,57
E40000007,East of England,nhsRegion,2022-11-08,9.0,89732,536.0,51
E40000007,East of England,nhsRegion,2022-11-07,10.0,89681,560.0,68
E40000007,East of England,nhsRegion,2022-11-06,11.0,89613,583.0,48
E40000007,East of England,nhsRegion,2022-11-05,9.0,89565,597.0,51
E40000007,East of England,nhsRegion,2022-11-04,9.0,89514,625.0,37
E40000007,East of England,nhsRegion,2022-11-03,11.0,89477,677.0,58
E40000007,East of England,nhsRegion,2022-11-02,9.0,89419,732.0,60
E40000007,East of England,nhsRegion,2022-11-01,10.0,89359,784.0,70
E40000007,East of England,nhsRegion,2022-10-31,9.0,89289,823.0,69
E40000007,East of England,nhsRegion,2022-10-30,9.0,89220,836.0,92
E40000007,East of England,nhsRegion,2022-10-29,13.0,89128,861.0,54
E40000007,East of England,nhsRegion,2022-10-28,10.0,89074,923.0,61
E40000007,East of England,nhsRegion,2022-10-27,11.0,89013,912.0,101
E40000007,East of England,nhsRegion,2022-10-26,9.0,88912,944.0,119
E40000007,East of England,nhsRegion,2022-10-25,12.0,88793,990.0,93
E40000007,East of England,nhsRegion,2022-10-24,12.0,88700,1004.0,116
E40000007,East of England,nhsRegion,2022-10-23,11.0,88584,1021.0,98
E40000007,East of England,nhsRegion,2022-10-22,16.0,88486,1020.0,82
E40000007,East of England,nhsRegion,2022-10-21,14.0,88404,1053.0,113
E40000007,East of England,nhsRegion,2022-10-20,14.0,88291,1097.0,121
E40000007,East of England,nhsRegion,2022-10-19,18.0,88170,1172.0,119
E40000007,East of England,nhsRegion,2022-10-18,18.0,88051,1191.0,125
E40000007,East of England,nhsRegion,2022-10-17,17.0,87926,1200.0,125
E40000007,East of England,nhsRegion,2022-10-16,17.0,87801,1209.0,136
E40000007,East of England,nhsRegion,2022-10-15,15.0,87665,1206.0,102
E40000007,East of England,nhsRegion,2022-10-14,20.0,87563,1233.0,113
E40000007,East of England,nhsRegion,2022-10-13,18.0,87450,1236.0,135
E40000007,East of England,nhsRegion,2022-10-12,16.0,87315,1269.0,144
E40000007,East of England,nhsRegion,2022-10-11,18.0,87171,1292.0,152
E40000007,East of England,nhsRegion,2022-10-10,19.0,87019,1287.0,150
E40000007,East of England,nhsRegion,2022-10-09,16.0,86869,1260.0,141
E40000007,East of England,nhsRegion,2022-10-08,20.0,86728,1270.0,115
E40000007,East of England,nhsRegion,2022-10-07,17.0,86613,1143.0,126
E40000007,East of England,nhsRegion,2022-10-06,21.0,86487,1111.0,183
E40000007,East of England,nhsRegion,2022-10-05,24.0,86304,1064.0,132
E40000007,East of England,nhsRegion,2022-10-04,23.0,86172,1017.0,185
E40000007,East of England,nhsRegion,2022-10-03,16.0,85987,921.0,158
E40000007,East of England,nhsRegion,2022-10-02,11.0,85829,883.0,151
E40000007,East of England,nhsRegion,2022-10-01,12.0,85678,860.0,106
E40000007,East of England,nhsRegion,2022-09-30,13.0,85572,812.0,87
E40000007,East of England,nhsRegion,2022-09-29,13.0,85485,723.0,126
E40000007,East of England,nhsRegion,2022-09-28,12.0,85359,685.0,128
E40000007,East of England,nhsRegion,2022-09-27,8.0,85231,614.0,105
E40000007,East of England,nhsRegion,2022-09-26,8.0,85126,565.0,132
E40000007,East of England,nhsRegion,2022-09-25,8.0,84994,491.0,106
E40000007,East of England,nhsRegion,2022-09-24,8.0,84888,471.0,85
E40000007,East of England,nhsRegion,2022-09-23,9.0,84803,468.0,55
E40000007,East of England,nhsRegion,2022-09-22,12.0,84748,459.0,66
E40000007,East of England,nhsRegion,2022-09-21,10.0,84682,437.0,55
E40000007,East of England,nhsRegion,2022-09-20,6.0,84627,424.0,86
E40000007,East of England,nhsRegion,2022-09-19,4.0,84541,394.0,81
E40000007,East of England,nhsRegion,2022-09-18,5.0,84460,393.0,55
E40000007,East of England,nhsRegion,2022-09-17,5.0,84405,373.0,53
E40000007,East of England,nhsRegion,2022-09-16,7.0,84352,367.0,39
E40000007,East of England,nhsRegion,2022-09-15,10.0,84313,380.0,45
E40000007,East of England,nhsRegion,2022-09-14,11.0,84268,366.0,57
E40000007,East of England,nhsRegion,2022-09-13,12.0,84211,376.0,49
E40000007,East of England,nhsRegion,2022-09-12,9.0,84162,418.0,47
E40000007,East of England,nhsRegion,2022-09-11,8.0,84115,421.0,46
E40000007,East of England,nhsRegion,2022-09-10,8.0,84069,419.0,34
E40000007,East of England,nhsRegion,2022-09-09,9.0,84035,411.0,34
E40000007,East of England,nhsRegion,2022-09-08,9.0,84001,421.0,51
E40000007,East of England,nhsRegion,2022-09-07,9.0,83950,429.0,32
E40000007,East of England,nhsRegion,2022-09-06,7.0,83918,455.0,40
E40000007,East of England,nhsRegion,2022-09-05,8.0,83878,464.0,39
E40000007,East of England,nhsRegion,2022-09-04,9.0,83839,458.0,33
E40000007,East of England,nhsRegion,2022-09-03,6.0,83806,461.0,36
E40000007,East of England,nhsRegion,2022-09-02,6.0,83770,476.0,40
E40000007,East of England,nhsRegion,2022-09-01,5.0,83730,511.0,41
E40000007,East of England,nhsRegion,2022-08-31,4.0,83689,532.0,55
E40000007,East of England,nhsRegion,2022-08-30,9.0,83634,574.0,47
E40000007,East of England,nhsRegion,2022-08-29,10.0,83587,560.0,58
E40000007,East of England,nhsRegion,2022-08-28,11.0,83529,573.0,60
E40000007,East of England,nhsRegion,2022-08-27,9.0,83469,557.0,55
E40000007,East of England,nhsRegion,2022-08-26,6.0,83414,581.0,58
E40000007,East of England,nhsRegion,2022-08-25,5.0,83356,625.0,64
E40000007,East of England,nhsRegion,2022-08-24,14.0,83292,617.0,60
E40000007,East of England,nhsRegion,2022-08-23,14.0,83232,667.0,83
E40000007,East of England,nhsRegion,2022-08-22,20.0,83149,680.0,72
E40000007,East of England,nhsRegion,2022-08-21,17.0,83077,666.0,57
E40000007,East of England,nhsRegion,2022-08-20,13.0,83020,652.0,63
E40000007,East of England,nhsRegion,2022-08-19,14.0,82957,686.0,82
E40000007,East of England,nhsRegion,2022-08-18,11.0,82875,733.0,72
E40000007,East of England,nhsRegion,2022-08-17,12.0,82803,707.0,79
E40000007,East of England,nhsRegion,2022-08-16,14.0,82724,747.0,107
E40000007,East of England,nhsRegion,2022-08-15,14.0,82617,769.0,89
E40000007,East of England,nhsRegion,2022-08-14,15.0,82528,751.0,84
E40000007,East of England,nhsRegion,2022-08-13,16.0,82444,738.0,88
E40000007,East of England,nhsRegion,2022-08-12,19.0,82356,744.0,96
E40000007,East of England,nhsRegion,2022-08-11,18.0,82260,771.0,95
E40000007,East of England,nhsRegion,2022-08-10,15.0,82165,776.0,92
E40000007,East of England,nhsRegion,2022-08-09,18.0,82073,821.0,100
E40000007,East of England,nhsRegion,2022-08-08,14.0,81973,835.0,94
E40000007,East of England,nhsRegion,2022-08-07,14.0,81879,852.0,90
E40000007,East of England,nhsRegion,2022-08-06,12.0,81789,807.0,81
E40000007,East of England,nhsRegion,2022-08-05,14.0,81708,857.0,98
E40000007,East of England,nhsRegion,2022-08-04,14.0,81610,875.0,79
E40000007,East of England,nhsRegion,2022-08-03,16.0,81531,928.0,115
E40000007,East of England,nhsRegion,2022-08-02,17.0,81416,977.0,89
E40000007,East of England,nhsRegion,2022-08-01,18.0,81327,1031.0,90
E40000007,East of England,nhsRegion,2022-07-31,17.0,81237,1020.0,135
E40000007,East of England,nhsRegion,2022-07-30,15.0,81102,1024.0,90
E40000007,East of England,nhsRegion,2022-07-29,16.0,81012,1096.0,100
E40000007,East of England,nhsRegion,2022-07-28,20.0,80912,1122.0,129
E40000007,East of England,nhsRegion,2022-07-27,24.0,80783,1213.0,122
E40000007,East of England,nhsRegion,2022-07-26,28.0,80661,1211.0,128
E40000007,East of England,nhsRegion,2022-07-25,27.0,80533,1230.0,122
E40000007,East of England,nhsRegion,2022-07-24,25.0,80411,1217.0,150
E40000007,East of England,nhsRegion,2022-07-23,26.0,80261,1224.0,117
E40000007,East of England,nhsRegion,2022-07-22,18.0,80144,1264.0,106
E40000007,East of England,nhsRegion,2022-07-21,18.0,80038,1278.0,175
E40000007,East of England,nhsRegion,2022-07-20,18.0,79863,1328.0,194
E40000007,East of England,nhsRegion,2022-07-19,24.0,79669,1375.0,155
E40000007,East of England,nhsRegion,2022-07-18,23.0,79514,1416.0,173
E40000007,East of England,nhsRegion,2022-07-17,27.0,79341,1421.0,178
E40000007,East of England,nhsRegion,2022-07-16,27.0,79163,1407.0,137
E40000007,East of England,nhsRegion,2022-07-15,24.0,79026,1432.0,155
E40000007,East of England,nhsRegion,2022-07-14,25.0,78871,1419.0,165
E40000007,East of England,nhsRegion,2022-07-13,24.0,78706,1387.0,190
E40000007,East of England,nhsRegion,2022-07-12,36.0,78516,1354.0,240
E40000007,East of England,nhsRegion,2022-07-11,32.0,78276,1340.0,194
E40000007,East of England,nhsRegion,2022-07-10,34.0,78082,1343.0,184
E40000007,East of England,nhsRegion,2022-07-09,24.0,77898,1218.0,192
E40000007,East of England,nhsRegion,2022-07-08,23.0,77706,1235.0,161
E40000007,East of England,nhsRegion,2022-07-07,31.0,77545,1199.0,198
E40000007,East of England,nhsRegion,2022-07-06,27.0,77347,1142.0,194
E40000007,East of England,nhsRegion,2022-07-05,26.0,77153,1066.0,183
E40000007,East of England,nhsRegion,2022-07-04,25.0,76970,1074.0,164
E40000007,East of England,nhsRegion,2022-07-03,28.0,76806,979.0,189
E40000007,East of England,nhsRegion,2022-07-02,27.0,76617,1000.0,150
E40000007,East of England,nhsRegion,2022-07-01,28.0,76467,942.0,131
E40000007,East of England,nhsRegion,2022-06-30,28.0,76336,916.0,180
E40000007,East of England,nhsRegion,2022-06-29,23.0,76156,852.0,170
E40000007,East of England,nhsRegion,2022-06-28,23.0,75986,811.0,154
E40000007,East of England,nhsRegion,2022-06-27,23.0,75832,793.0,125
E40000007,East of England,nhsRegion,2022-06-26,28.0,75707,738.0,130
E40000007,East of England,nhsRegion,2022-06-25,23.0,75577,708.0,92
E40000007,East of England,nhsRegion,2022-06-24,22.0,75485,663.0,117
E40000007,East of England,nhsRegion,2022-06-23,17.0,75368,625.0,133
E40000007,East of England,nhsRegion,2022-06-22,13.0,75235,616.0,96
E40000007,East of England,nhsRegion,2022-06-21,15.0,75139,593.0,120
E40000007,East of England,nhsRegion,2022-06-20,15.0,75019,559.0,107
E40000007,East of England,nhsRegion,2022-06-19,15.0,74912,518.0,105
E40000007,East of England,nhsRegion,2022-06-18,15.0,74807,491.0,85
E40000007,East of England,nhsRegion,2022-06-17,12.0,74722,479.0,73
E40000007,East of England,nhsRegion,2022-06-16,16.0,74649,467.0,81
E40000007,East of England,nhsRegion,2022-06-15,17.0,74568,456.0,102
E40000007,East of England,nhsRegion,2022-06-14,25.0,74466,428.0,85
E40000007,East of England,nhsRegion,2022-06-13,18.0,74381,431.0,62
E40000007,East of England,nhsRegion,2022-06-12,19.0,74319,416.0,60
E40000007,East of England,nhsRegion,2022-06-11,13.0,74259,413.0,54
E40000007,East of England,nhsRegion,2022-06-10,9.0,74205,413.0,60
E40000007,East of England,nhsRegion,2022-06-09,11.0,74145,399.0,77
E40000007,East of England,nhsRegion,2022-06-08,11.0,74068,408.0,78
E40000007,East of England,nhsRegion,2022-06-07,10.0,73990,402.0,46
E40000007,East of England,nhsRegion,2022-06-06,9.0,73944,402.0,58
E40000007,East of England,nhsRegion,2022-06-05,9.0,73886,384.0,42
E40000007,East of England,nhsRegion,2022-06-04,8.0,73844,368.0,53
E40000007,East of England,nhsRegion,2022-06-03,10.0,73791,355.0,41
E40000007,East of England,nhsRegion,2022-06-02,9.0,73750,371.0,42
E40000007,East of England,nhsRegion,2022-06-01,10.0,73708,335.0,44
E40000007,East of England,nhsRegion,2022-05-31,12.0,73664,365.0,64
E40000007,East of England,nhsRegion,2022-05-30,14.0,73600,376.0,38
E40000007,East of England,nhsRegion,2022-05-29,14.0,73562,361.0,34
E40000007,East of England,nhsRegion,2022-05-28,14.0,73528,372.0,44
E40000007,East of England,nhsRegion,2022-05-27,17.0,73484,408.0,36
E40000007,East of England,nhsRegion,2022-05-26,15.0,73448,412.0,36
E40000007,East of England,nhsRegion,2022-05-25,14.0,73412,430.0,54
E40000007,East of England,nhsRegion,2022-05-24,19.0,73358,443.0,56
E40000007,East of England,nhsRegion,2022-05-23,17.0,73302,469.0,53
E40000007,East of England,nhsRegion,2022-05-22,17.0,73249,471.0,48
E40000007,East of England,nhsRegion,2022-05-21,22.0,73201,475.0,30
E40000007,East of England,nhsRegion,2022-05-20,23.0,73171,487.0,33
E40000007,East of England,nhsRegion,2022-05-19,17.0,73138,526.0,48
E40000007,East of England,nhsRegion,2022-05-18,21.0,73090,539.0,79
E40000007,East of England,nhsRegion,2022-05-17,22.0,73011,566.0,50
E40000007,East of England,nhsRegion,2022-05-16,21.0,72961,583.0,78
E40000007,East of England,nhsRegion,2022-05-15,22.0,72883,624.0,60
E40000007,East of England,nhsRegion,2022-05-14,24.0,72823,613.0,59
E40000007,East of England,nhsRegion,2022-05-13,23.0,72764,680.0,46
E40000007,East of England,nhsRegion,2022-05-12,23.0,72718,724.0,64
